tweet,sentiment
 for lack of having to go do my own hunt (lol) can you refresh my memory on which one is clue #2?,1
I think I`m going to go outside and have a very John Cage moment   Music majors rejoice!,3
 so cool to hear you guys on 104.5! and i can`t believe you in were cherry hill a few weeks ago and i missed it  come back,2
" I see we are approaching a nice round 5500 number, I expect you will have crashed through that by the time I come back tonight",3
" ummm, come on, for me twins and slurpees, and being in a car with the twins is going to be pretty epic!!!",3
" bloody Feds, they lost last statement and r hounding me for another one. I dodged them one last week",1
FML i just spilled my entire can of diet coke IN MY LAP. yay,1
Dangling belly rings are a bad investment...the cutest ones ALWAYS pop,2
i wish i were hanging out with kobe right now,3
today is going to be AH. Giving notice to my boss today. She is going to be upset  I`m totally stressed.,1
its mothers day,2
I had a dream about a pretty pretty beach and there was no beach when I woke up,2
I really need to sort out a bird table and some feeders - the robins and blue **** are being bullied,1
friday.....i have nothing to do so sad,1
  Been there and never at a good time   Your recourse is small claims or you can get a atty involved. But that is more $,1
it is so cute watching Matt play with the Wii as I do some work,3
"any legal studies/law students out there twitter? would love a couple of references to cases inolving bias juries, jury nullification etc",3
 yay! welcome to the etsy-seller world,3
According to Marco smoking weed makes you philosophical.... I consider myself philosophical. In the shower.,2
" Yep, that`s me all right - I don`t mean the monk is Me - that`s my (as in a photo taken by me) in Better Photography",2
" Yep, I do.",2
 now that`s an imtetsting visual.,2
is tired. 04:30 alarm setting will do that  Off to bed as soon as my bloody iPhone Backup and Sync finishes.,1
unfortunately people at work let me down so I am now having a bad morning! it`s official... but revenge is a dish best served cold,1
 i`m sorry  today`s been nothing but a **** heartbreak,1
"So I was just angrily told I was extemely abusive...mentally, emotionally, & physically. It made my day.  Nightss.",1
" they are terrible little beast but if the garden is small you can simply collect them, or you can buy poisonous food pellets",1
"_ hehe go dye it beb! put more blonde innn  mine is lighter than it was, left it in  a bit too long oops><",2
Time for my ritualistic Friday night depression,1
" I don`t know, ask Carolyn. Also, we won`t have the boxes empty by the time you get off.",2
my stupid tooooth hurts,1
Goodnight and Goodbye ?,3
Shout out to my moms for wakin me up so prematurely! Preciate it,3
"I`m bored, extremely bored. in the car. waiting for my dad. and dinner. chinese. yummm.",2
sucks not being able to take days off of work or have the money to take the trip  so sad,1
" Yes I know  as my school reports would say `must do much better` Ah well, just in time huh  http://myloc.me/tHq",2
" Guilt trips, feeling sick, pressure. stress and too much drama",1
 selena`s mom congratulations` have a nice day,3
"AK, flop comes 2K6 I bet 15 get raised to 25 I call, turn is A, we check, river rag, then I check and he bets 15, I raise 15 he calls, 22",2
"    I like fridays generally, but class is extended today  and I`m starving :X haha </whine> O:-P",2
 My plans for the weekend include working on a paper and driving my guy 2 the airport. Won`t see him for 3 wks.,2
 *taps shoulder* forgotten,2
loggade visst min 400e cache i lï¿½rdags!,2
I got 5 in English lesson  now drinking sprite,2
 I`m in belleville at my parents and someone offered me a bus ride to orillia for 10$ at the mall. Thought of you,3
" Dreams give rise to reality. When they said I wouldn`t   walk, my dream was to fly! Dream, Believe, Achieve!",3
" Oh no, that`s so annoying! I have the same problem - 14 thighs but 10-12 hips! I hope they catch up soon",1
 I was gonna go for aiden but I had a girl so I went with scarlet,2
"dreading this weekend, every minute of it is me doing coursework i should of done during the week AND learning 2 pages of french speaking",2
Woke up late & trying to get **** done before work,1
   your picture makes me thristy EVERYDAY!,2
Geocaching.com seems to have a huge delay delivering Pocket Queries,1
" last time I looked, they were about 400. They gave us a demo, so cool",3
nt online today & mayb whole of next week  if u havent voted pls do: http://bit.ly/hHigd,2
   HAPPY MOTHERS DAY!! LOVE YOU GUYS...,3
Dreambears were **** compared to their wicked audition,1
 testing.... Hey! I gotta add you as someone to follow,2
is being a horrible twitter-er. Moved in to my Houston apartment and awaiting work starting on Monday. Real world=now,1
 I miss you too!!,1
Ohhh mannnn they just laid off 3 girls!!!    This economy has to improve soon!!!,2
also i hit my chin on something when i fell down and it hurts  ugh... work is gonna suck,1
will just take a bath,2
now there`s a fly in my room,2
*moment of silence* for the Budget i`m bout to b on  I spend wayyy to much $$$.... OMG! I`m on a Budget?!?!,1
This is scary  they hooked me up to 9 wires n it printed sum graph ohhhhhh,1
 that sucks!  put some britney on!,1
Its so dead,1
() 1-Pendulum = awesome! 2-Goodbyes suck  3-Shut up plz. 4-Toy Story 3!!  5-JB 3D MOVIE 2MORO! 6-I`m tired. 7-Aaaand I`m out.,2
rip grandpa  graduation today...,2
 Good to see you haven`t lost your sense of humour.  Get well soon,3
the weather in Prague is like the weather in Belgium -> rainy,2
 why have i not heard of said show?,2
 Not here in Stamford.,2
"_L Thanks,I think your the first girl to say that...besides my mom",3
Walking from Teignmouth to Dawlish   http://twitpic.com/4jf4k,2
ARG! Eirtaku got hit by stupid bots. So much **** on a kid friendly site.,1
"Is playing bubblewrap on her iPhone. Over and over and over again. Still, beats working...",2
making my mom a mothers day card,2
stressed beyond BELIEF. need a nap,1
"Going out to eat with my entourage, probably to Fat E`s since they`re closing tomorrow!   watching a movie with Jimmy tonight, text me....",2
I can`t sleep ugh!! and I have **** to do all **** day tomorrow. Wanting to take a sleeping pill but I know Ill get up late,1
ughhh rejected from the 09 mediation program. SUCKSSSS.,1
watching jackass. then bed,2
"You know for a short week, it certainly dragged",1
" Ok, which album to start with? After listening to Frank Black for years I found out he used to play in #Pixies.",2
home.Going to be a warm day on top of it. Is it Friday yet?,2
 nothing sweeter than YOUR 4-year-old!,3
"Ginger biscuits rule !!! (by the way, I urgently need weight scales  )",2
 Yeah! I want it too. I love that 'Falling Slowly' song. It keeps playing in my head.,3
 Sorry. Not unemployed.,2
"OMG, it`s JULY`S LAST DAY!  @ Muchachomalo",2
"Having a hectic day travelling from PJ to UNITEN, back to PJ. Working now at CC office.",1
 i wish someone would inspire me with some sexy time right now ugh but thats not gonna happen...  ugh,2
  and I luh you tooooo,3
"Signing off folk, might be back on later!",2
I just wanna be happy,3
 aww poor precious,1
"blogging, cleaning and chatting while listening to phoenixfm",2
 Yeahhh... thx. I figured it out,3
i`m goin to bed now. see ya tomorrow twitter ppl.,2
"I go to 'User Experience Roundtable Hamburg - Detlev Fischer on Accessibility, BITV Test' https://www.xing.com/events/333622 Don`t miss!",2
 It tells me I`m not a member of the private beta  and I`m not going to just start pretending to assassinate people,2
Ahh feels good to have played guitar hero after months! I suck at it now but  haha,2
" If you think Florida`s heat will be too much, I will reluctantly take your place",1
" mines early nov,,,, will go through it 2 gether buddy!!! Man power",2
"gonna have to eat something, I feel so horrid.  I need a hug!",1
RAM upgrade=done! FF still slow so disabling all add-ons  Not sure which ones will make the cut to be honest. It`s like Sophie`s Choice!,1
 nope no love,1
 Nothing wrong with that samantha,3
 James and I battle over everything too! It`s kind of a love-hate relationship,2
Cleaning the old apartment today. Yay...,2
listenin do da beach girl5 on itunes,2
Wine and Saginaki with 7 friends = good times,3
 I don`t think  will want to come back  (guys read your dms),1
  oh man i wanna be in the bay asap! Thank you   Have a great day!,3
 boo,2
 why?!!?,2
good day,3
"_cheryl Lucky, now I want to teleport",2
I will surely vote for .,2
Life can get soo Dull sometimes what do you do when u have no 1 around  x,1
This heartburn may be the death of me.,1
 Maybe it had a hot date with a nice little Cesna.,3
so I just had a violent fightclub like **** dream involving heavily tattooed ladies. I didn`t wanna wake up.  lol.,3
" Haha dude, we have the same b-date :p I`ll wish u ur b-day the 3oth November. I`ll also turn 16  Can u reply to me please ?",3
"Nice place to eat in sao paulo, brazil  http://twitgoo.com/28hh",3
 that is yo name girllll!,2
 Loads of Beard papas have disappeared in the UK too,1
In London! Off to do the tourist thing!,2
At home now. Feeling very tired. I want to take a nap but I can`t.,1
Broke my carafe  went to Starbucks for my caffiene fix and the lights go out...just for a sec but are you kidding me..got to laugh. Ha!,2
having a reli gd holiday .. buh now have to revise  x,2
lmfaoooo i **** love this showwwww,3
And it stopped raining.  Fuckingtastic! ),1
trying to draw some manga/anime for our new website ... very bad idea!   http://bit.ly/k6iOv,1
"Not making good time, **** Chicago traffic  - Photo: http://bkite.com/07XOi",1
Just saw a male Baltimore oriole at our suet feeder and something enjoyed a lot of thistle from our new thistle feeder early this a.m.,2
just got in. I have the best friends,3
"holiday time | got my grizzly bears cd, bit it wont read  | adventures tomorrow | swine flu is scaring me | i still have a cold",2
 very familiar.....sorry you`re feeling that way,1
 a great song by East Clubbers,1
  cool  you are here too  hi sam  how are you???,3
I wish i had a smartphone with an irc app. That`d be pretty cool.,3
wishing i could go to CaBo tonight,3
" don`t you just love the 'butteflies in your stomach' feeling?  ano man yun, kaya mo yan.",3
" Excellent pic! Wish I were there, but it`s a long drive from TN.",3
milkshake + hot day = unsettled stomach,3
Spent too much today!!! Tube journeys always take soo long. Braces on thursdayyy,1
 I have no IPhone (poor credit!).    But I cannot live without my cell phone! I am on mass transit every day!,1
getting ready for work. boohoohoo i dont wanna go to work!,1
Back from a wonderful vacation. Had perfect weather and now back to the rainy `burgh and reality.,3
really thinks wee callum should of got through last night,2
"Once again another late night.  But I scored a mojito, so ...",2
Nooo i wanna watch the comet  dont wanna go workk!!!,1
 Aw  yes we had it out for weeks got asked to return it in end! I wish they had just bought it for me! never mind ??,3
    Mc  John  sim posit  3 yr passed  no  softees   stranded without warren tea out  tech spec  kaching !!,2
 you look smashing darling  is trent reznor really getting married i just want to rip out mariqueen`s fake **** -_-,2
 its bout smoking weed,2
It`s official nobody is getting a raise this year,1
Thank you all for your incredible support and encouragement-it means so much!! You constantly bless me & I am thankful for you!!,3
"Josette....where are you??   I looked across the pond, but you are nowhere to be found.",2
Special chocr makin rounds @ Gourds show,2
OH NO TODAYS JAY LENOS LAST SHOW!!! WE`LL MISS U MR. LENO,1
" Yeah, I wanted to have some  I was bottling, so it`s sanitized and all good. It tastes like those choc. oranges.",3
 Hello. New follower lang po. Tweet to meet you.,2
on our way home after seeing Rodney Atkins in concert...I Love him! Thanks Bob,3
mm it was cold in your shadow anyway. Ooh monday,2
I hate packing,1
 It was indeed a lovely evening. Over far too quickly  I got home at 1115 in the end. Coffee in bed this morning,3
"I hate different referenced assemblies. My FNH goes against castle 1.1, Caliburn against 1.03 .. not to mention dynamicproxy in NH",1
i suppose i best get ready for work  grrr,3
 Aaaaw no!  Are the windows open and that?,1
"Happy Mothers Day all!  Hugs and love, Zoe",3
" Raining in Belfast too - and I promised myself I would clean my windows today.  Back to bed, then!",2
missing Tim!,1
happy mother`s day to your moms,3
'No more sorrow'! by: Linkin Park....,2
sleep time  big/little lunch tomorrow at olive garden,2
Thinks he may have broken his nose at the show,1
 Yep! Tail between legs!,1
In a Drill Sergeant`s voice: everybody wake the **** UP!!! *flicks on everyone`s lights* it`s 500 est rise and shine beetches!! Lol JK,1
"Just Returned from Huntsville. Saw Sam Houston`s grave, went to a prison museum and ate chocolate dipped strawberries",2
_Anais I feel reeeally bad now.... sorry,1
_Moe well it is #stalkersaturday after all,2
" Thanks, I love it",3
I`ll get my new laptop in 10 more days! Excited! It is Dell Inspiron - core2duo 2.0GHz - 4GB DDR2 - 250GB hdd - 15.6 inches screen,3
 there`s just no air,2
" Me too, because Monday is end of weekend. But, we cannot escape it, so I wish you have a good week",3
"Omg, someone just left me a voicemail at work    ffs let me have a day off",2
_paige aww hey! I didn`t know this was you! LOL. I`m sick. No outtie for me.,1
Deucie picked up by his sitter for the weekend.,2
"wish i could be in via funchal  yesterday, , , ,  were PERFECT, the best day in my life ****",3
I got me a little too much sun today,1
 it was jokes!!!  me love the mag..really!,3
 awww too bad I won`t be there - I`d entertain the thought of entering,1
broke my gorilla pod  and I think one Lego Knight lost his helmet,2
"Getting ready to meet Laura!  Than training, even if I`m sick.",2
" Re: SWA & Pets - Good news for owners, bad news for people w/ allergies who needed to fly for less $$. Sad for many I know.",2
" Happy Mother`s Day, Kadi!!",3
"Hummmmm..... ohh  i miss you so much!!! realy, but i hope you have a nice friends, like us :]",2
loves listening to people practising on the piano downstairs,3
"Basically I`ve listened to Miley Cyrus for fourteen hours now, and I love it.",3
 http://tinyurl.com/q3u32x isn`t that the podcasting gear you got in for bit-tech?,2
" cool, your too good to me you know",3
 You are doing the right thing though.  A fridge is where vegetables go to die,2
Proudly watching my film  http://bit.ly/dP2Uh,3
 why you not go on the twitters no more?   oh bais!,2
oh i hate friday evening.,1
My apologies for the very impersonal #FF. Swamped today  All great people and great follows though. You can`t go wrong with those folks!,2
" Follow me please, so I can DM you...",2
 meagan rochelle 'the one u need' i would say 'cater 2 u' by he didnt produce that.,2
_44 Thanks!! It was a bit out of my comfort zone but it was fun,2
is at Klaudine`s. Again...,2
happy mothers day to all the beautful mums.,3
I think it`s time to take a shower & get ready for the dayy.  I hope we go shopping while we`re in Mason today. I want new clothes!!,2
Yay! Made my first sale on RedBubble - that makes me so happy   http://bit.ly/1gURq,3
 Just kidding! Don`t go around quoting me,2
Oh... I miss the Piano.,1
Just found out my baby cousin is gonna be a dad!!!! At least he`s married already. Everybody is getting married and having kids before me,2
posting this from blogspot,2
Still in the News Room..however; with audio to turn around!  Just grabbed a tea. Looking forward to after 1 when I get out in this rain,2
" Praying for love in a lap dance, and paying in naivety. <--One of my fav songs",3
 Cheers. Wish I had more fonts to play with,3
 My pleasure. I can`t be with my mom on Mother`s Day. But I can spread love.,3
" dammit, no! one tweet from september, noodles is also taken",1
 that`s a good attitude,3
  whenever you are mama!  Let`s do it,3
the classes with my students are over  gonna miss them...,1
mary hates me again  i wana walmart it butno one wants to go,1
   We`re idiots.  Ok mostly I was skint but hell I could`ve done something......,1
" In my case, it`s going to be exams showing me a thing or two.  I`m very much hopeful about November `09, though.",3
 ohh i would def give it 2 u but tht was kenyatta`s cam not mine  sry but i want tht pic 2,1
Happy Mother`s Day! Justin Timberlake`s version a mother`s day gift.. http://bit.ly/6fGxd  -- too funny!!!,3
" cool, not a big user of DM though",2
It`s freakin` hot and humid today.,1
 I`m here if u need to vent!,3
I think I might fall in love with jihoon in boys over flower.,3
 thanks for the add  I`ll try again signing in later when I get home. If still no such luck then I`ll email someone,3
_Perth Awesome...love top gear..whos your favourite?Got to admit i have a soft spot for captain slow,3
waiting for landlord to come see about our shower,2
 ohhh yea it is from the same film  and this one had been a fave for a longgggg time... any1 for humma humma?,3
This is great curl-up-in-a-ball-and-read later. I wish I had a book.,3
hahaha yeah i see that. but he can`t twitter me back,2
Dï¿½a sin sol... grrrrrrr.... ï¿½why? ï¿½WHYYY????????,2
"I don`t dig emo **** or that, but I like this song sorry emo`s  ? http://blip.fm/~5jg0u",3
is hanging out with the roomies. I adore the 4 gentlemen I live with. Great people and a good talk when discussing boy issues!!,3
 agree with you about facehunter  embarrassing representation. compare to swedes who all look like they were born stylish.,3
YES I AM GOING TO BE A SOPHMORE IN COLLEGE. Geez. Cant get a job cause everyone thinks im fifteen.,1
is back here in plurk.  http://plurk.com/p/rq5ru,2
Another nice day again! Working in Goderich today so I can walk & enjoy the weather,3
thinkin twitter is really quite borin,1
winter flu has to twitter about logies to get noticed. haha. I love rove,3
Good night you twitter people,3
I hate when my bf beats da dogs. But I guess that the only way to teach these pitts.,1
BOYSTOWN.  I`ll leave for Eastwood in 3hours.,2
Happy morning to everyone!,3
" ooh good!  im starting with the hardest one, gonna be at it all day. ive locked my door and im only leaving for food and toilet! x",3
wishes people wouldn`t be so stubborn sometimes.,3
I just filled out the forms to stop contributing to the retirement account i had set up with my employer  I have to pay off my credit card,2
 what I thought ur going somewhere that`s why I didn`t invitw u,2
 tnx for the repLy on myspace...,2
"'Isn`t she lovely? Isn`t she beautiful?' Sorry Stevie, you`re not really in a position to make that judgement  #steviewonder",1
"_FC sounds good  maybe some player quotes, photos etc I`m living in WA atm so would love bits and pieces from the Ady and Sun",2
awesome night in the city,3
Heading to yale.. Grandmother in car accident,1
 luvvv it- but one aquestion-why isn`t there any full moon crazy tour date for toronto!?!?!?!!??!,2
"Ugh. I hate bad grades. 1st time I`ve ever failed a class and no As- B, B, D, W, I, I! Not like me at all",1
Chillen with Csla.. Waiting to start.. Watchin pacquiao rerun..,2
got to clean the bathroom today.,2
New top!  http://tinyurl.com/cyd3pp,2
 haha. thanks for listening to me rant on and on about nothing!  have a good NIGHT?,3
Left 'Up' due to out-of-focus projection.   Hopefully my complaints to theater management will get it fixed for everyone else still there.,2
"Arrggghhh...dang post office.  Did not get the package in yet, may have to wait until tomorrow",1
" Nope  Not that I have to worry about the possibility. I`m more worried about GOOG`s design than her personal taste, actually.",1
 Just study according to the notes that you had to copy and you`ll be fine.,3
 THANKYOU!  <3 iloveyoutwoooo,3
" congrats, dreps! and good luck sa interview!",3
 Road trip to Cincy to the limb store!!!!,2
_Cupcake I think only 23.  I get confused easy tho. LOL I hope so if so two stopped following me 2. I know one did already.,2
 Follow both because I don`t know which one will send it. PS Dont get your hopes up because she may not sen it,1
is sad yo hear about Ashleycat,1
ok gotta get my sub before everyone wakes up,2
 don`t worry be happy Ryan,3
 My best Vanilla in memory was from the Sharffenberger factory gift shop... Not sure where to get it now!,3
"So I got up, went outside planted a few flowers and watched a lee evans DVD. Who knew bank holidays were so fun",3
Ughhhh...mad as ppl make me some times...I don`t like 2 have 2 do yucky thngs  I am NOT cut out 2 deal w HR stuf...ppl`s tears kill me!,1
 I wish I could really do that  I love having u around! Ill see what I can do.. ;) try to use that national champ pull lol,3
Listening to `Fountain of youth` by Supastition  http://x.imeem.com/KPEQpG7vUY how ive been feeling about music these days,2
im blonding ... slowly but surely im blonding ... i wana scratch my hair but im not allowed,1
 it`s nto as good,1
" ~entonces estas perdonada porque sigues a tom conrad, who we all know is made of awesome",3
" I need to check your TOS, Loic. Are you allowed to sleep? I don`t remember any mention of sleep there...",2
I`m at mcdonalds eating chicken nuggets with my kid so embarrased I droped my soda  haha it fell out of my tray lol,1
 aaaw... that`s very sweet of him. my girl friends gots to drag them hubbies just so we can 'nite-out'. unless my beer. LoL,3
happy mother`s day mummy  i love you. xo,3
Great lunch at baby bulls.  Now time for work til 930.,3
is now going to see his very ill uncle on saturday and the night at his house as even more bad news has come up,1
Panera is not being nice to my iPhone,1
 my internet is being a ***** again!!! wtf. i think im gonna sleep afterward. internet is driving me crazyyy!,1
" geez, 15 years? You`d think they would have had that checked out years ago!",1
I just saw a shooting star... I made my wish,3
"Lunch is boringgg  driving after school today, ugh hope i do better with mr. Dodd",1
last day at Adobe  buuuut I just registered for online tech writing course!,2
I wanna see the Jonas Brothers in concert..,2
 what about Your Body by Tom Novy or Voodoo Child by Rogue Traders. They are from 04/05. Good memories from these songs,3
 I`ve been a fan of yours for years and you have been such an inspiration to me. You`re truly my idol  Best wishes to you,3
GOD SCHOOL IS GOING TO SUCK **** NEXT YEAR!,1
Still raining here in The Bay...I forget what sunshine looks like !,1
 are you guys dead again?  I can`t load it up,1
" err you can turn on optimized js+css & caching once we deploy the thing, but I hear what you`re saying",2
Sunday morning and i realised im a film snob  as it said on MSN entertainment,3
" Haha yes I do  it`s hard work, too! I didn`t get home until 3:00 AM, not like I sleep haha.",2
Last day in Dijon,2
"Happy Mother`s Day!!!  I`m at the beach with my family. It`s a warm, clear night with a beautiful full moon...",3
 dont ignore me,2
"Head is pounding.  Well not really pounding, more like tapping I suppose.  Homework time.",1
"_herdman middle-click is addictive, what can i say",2
 just a concert i can`t go to due to trials,2
" LOL NOPE, saw a show on TV that claimed so, figured i`d try and get my own non-media stats",2
 I`m pretty sure my bum shape will still be imprinted there,3
my mum was really happy about her pretty small present^^ oh wow tomorrow we can test one of her presents: one of the pasta recepies,3
I can`t believe it`s Monday already! A week in Vancouver already gone.. what a good weekend,3
I don`t wanna go to work,1
These girls make me giggle  twinz twinz! Godda hit up the bbq in a few,3
 Perfect. Thank you. Enjoy your sunday of no work,3
 thats a bad start to the day!,1
 Take that back. I am insulted.,1
 Charlene my love. I miss you,1
is ready for summer!!!,2
 haha. It does have a nice ring to it (: Lets get used to that. ok! iloveyoutoo.,3
_ haha tell me about. I`ve had this feeling everyday of this week,2
 google away,2
Hahah. Love them!,3
 i like it and all butttt your not going to have it at the august 7th concert which hurts my feelers,2
Massive morning.. I`m stuffed now,2
is debating giving twitter a proper go. now to try and understand it,2
On my way to nottingham..I so don`t want to be going,1
 jass warn me b4 u go to nxt war...i am there to have fun...,3
this is what i think about the world  at hannah montana set.... im missing tennessee ALOT today,1
I have trouble with Starship troopers. They`re mean to the great big pink bug.,1
 Yup. Most of my hacks are all for fun  Here`s a quick video I made of it. I`ll follow up when it`s done.  http://bit.ly/3xm7D,2
it was a hard weekend. too much alcohol on these **** 'weinfest',1
 I`m okay. Ima go to the park and play some ball. Not in the best of moods. Got stress to relieve.,2
going to work soon and so excited!  ugh id rather pluck my fingernails off,3
" i suppose this will be in the blog post, but could u email me who was there too",2
 hey love whats up! my voice is shot  whats new with you,3
I`m watching The episode 3 Of JONAS OMJ,2
Is feelin right rite now,3
i`m so bored i can barely even tweet. i have nothing to talk about.  #boredboots,1
"Looks like a beautiful day...and I am off work til Sunday, yay!! No bbq as yet though, gonna have to postpone my invitations",3
 awwww jim jam  we`re good at dodging meatballs WOO,3
Just burned my tongue!!,1
" ITS A BANK HOLIDAY STUPID!! wait, they don`t have bank holidays in America... Okay keep on celebreting",3
" AWESOME! It feels very fulfilling, doesn`****?  I`m gonna work on SOOOO many people over the summer! Totally excited!",3
 NOICE. I realised that after exams I have 2 more weeks  Forgot about the whole 2 weeks of Unit 4 in term 2 thing :/,2
 Hehe! It is nice down there,3
_FP Awh shoot. Make a detour and come to PR  forget Indiana haha,2
" my favorite song is `Im standing here but you dont see me, i`d give it all for that to change` i dont know what its called",3
"Gone r the days wen we used to sit 4 exams.. no more exams, no more classes, no more bunking n no more fun..",1
  Happy Mother`s Day to ya tomorrow,3
maaaaan last night was a funny night! sad aswell tho,2
my twitter says it needs a break  i`ll be back in a bit (capacity??),2
"watching a boring police prog after making a fab pasta dinner, trying to cut down on alcohol so only had water",1
New word of the day: 'Whoore lure' yes... A new word for cologne. Thanks Mike Harding,3
"Old enough to know better, young enough to not CARE!",2
"Wishes I was going to the pxy summer jam, but can never seem to win",3
" haha.. yes, i`m jealous! i don`t have money to do all that!",1
" Oh, that sounds bed..poor girl",1
<3 KoRn... You guys are champions of the world,3
 GILF = grandmother.,2
Seems I brought a little Sikaflex caulk home with me... in my hair.,2
Off to England during the summer holidays this year.... yay!,3
wants to go see street dreams but it`s not playing anywhere near here,2
 I can`t die  I have a lunch date with rocio coming up plus some new shoes UGH!,1
You guys dont get too drunk without me,2
"  Yes thanks, its been great. Soooooo not looking forward to Monday",2
 comes to you. when is your atl show jljf i swear you will have fun they`re so much fun,3
 won`t anyone give poor ernie reyes jr a break?,1
 ... schedule says 10:30 class? I will be late for 10  #campjitterbug,2
 That was like eight years ago. Not so sure it would happen now,2
Dont worry babe,3
 I was going to but I`m siiiick  I`m so mad!!!! Jason said I have to recover fully before I go paintballin again! Are u playing?,1
" I`m in Devon this weekend! Cloudy, but dry.",2
"sad day, redskins release Jansen   Best wishes to him. http://twurl.nl/ueivwi",2
"Im not doing the hunt, i was in the middle of making it but all my work got erased  sry guys, now i look like a idiot for replying 2 all u",1
 yeah I LOVE CALI so much,3
_ci Im not reasonable... It`s 1:35am now and gotta wake up early tomorrow on my first day of holidays!  have a great evening!,2
I love how simple my Safari toolbar is!  http://twitpic.com/4wssc/full,3
 hmmm no but I am member of knitterati.com.au what is ravelry offer?,2
 I know! I`m totally excited,3
Not in front of the tv  wats the score an inning??,2
"_Paradise Hi Dale, your welcome man! Hope ur weekend is going well. I think I would enjoy your Desert Paradise! fun, fun, fun!",3
I hate this bit,1
is celebrating her 21st birthday,2
"I just got back from lunch at Rick & Brianï¿½s Cafe with my father; I had the French Dip and it was good, but his omelette was burnt.",2
working on short story...totally loving one of my secondary characters,3
Just sittin here waitin for my coffee to be full grown on farm town before going to bed,2
This poor butterfly was dead  http://twitpic.com/66vlw,1
about to drink a hot chocolate  yummy.,3
 Yey! holiday Monday in Uk today ... have a chilled day,2
i feel some type of way cause im not talkin to anyone...,2
 May the fourth be with you,2
 I am actually wanting to buy a bus one day & turn it into a motor home. Imagine a whopping big BlokesLib logo on it,2
 happy birthday!,3
Hanging out with  and the Berlin Jarn guys.  http://yfrog.com/8c36ej,2
 i know  i`m tweeting more now though don`t you worry!! haha i wish i could fly to ohio! i saw beyonce on monday uhmygawddd!,1
 haha yeah it was,2
I have a stupid headache on my day off.,1
Burnt 3 of my fingers from trying to keep my hands warm over the rice cooker.,1
_Sweethearts Im following you but you aren`t on my DM list  Can you try to DM me?,2
I love my puppy,3
is putting on her 'suit' (&dont mean jeans&T)&Heading over 2 T-town 2 deal w/ family emergency PLEZ PRAY 4Us  BE back by 630P God willing!,2
I wanna talk to Mitchel Mussoooooo,2
Ugh 3 more hours,2
"I`m loving the fact that there is tension on the set of Iron Man 2, poor Gwenyth can`t handle being in Scarlett`s shadow",2
OMG!!  Booth`s hallucination in the latest epi of Bones is absolutely brilliant  'you`re a gud lookin guy.. if u keep an open mind' LOL!,3
" we dont have the points yet, was talkedabout it though - first ticket I get in my whole driving career up to date, not bad",2
Officially drugged up and taking a nap. Allergies ain`t no joke. Never had them this bad since two days ago.,1
 bahaha.. Weekends are just too short.. Esp when it`s nice out! I wanna stop time like evie on outta this world! Morning!,3
"had an amazingly unproductive day, but i loved it  time to go catch up on sleep!",3
Cannot wait to get all dolled up and go out tonight,3
I really ain`t woth a ****. I can`t do anythin right.   What`s wrong with me?,1
 eat (cup)cake,2
 **** it. You don`t look well. You have to go home.,1
_v  haha i was in your boat yesterday.. you`ll pick it up in no time,3
"ahhh ... i don`t care, i love this movie in all it`s cheesy-ness",3
****. I got a math test today.,1
" Kiran, Sorry about ur bad land`g: Hope ur neck feels better. At least, u didn`t break it like JD. Btw, ur in fine shape.",2
is tanning with emily! too bad its prob gonna rain,1
"_Morales I like you. I mean as a random person, because I obviously don`t know you. but. we think alike",3
"juss boredd, !",1
 i love you kim kardashian i watch your tv show keeping up with the kardashians ur blessed with good looks,3
just got done washing dishes not too long ago,2
 time will tell,2
 and i got hello kitty tattoos!  she`s a ballerina and i`m a ladybug,2
 yea it is.  thanks for the link.,3
forgot the pin of my debit card. thank God the card still works after several attempts. just bought cake for sister`s birthday. wheew!,3
Leaving for work.. 5:30 can`t get here soon enough!  hope everyone has a great day!,3
http://twitpic.com/67x8k - WITH MY FRIENDS WERE IN OUR WORK,2
 I thought every weekend was a long weekend in California,2
Little kids annoy the hell outa me by being all active and shouting and attacking me Etc.,1
#Trackflashback: 'I Believe In A Thing Called Love' by The Darkness - check it out...,2
is freaking exhausted...need to go to bed....gotta get up early YUCK....HAPPY MOTHER`S DAY TO ALL YOU MOMMIES OUT THERE,2
off to liverpool now!,2
 YEAY!. haha. thank you so much jiah,3
partying in the study room,2
Another friend knocked up.   Pretty soon everyone will have kids. Goodbye carefree youth!,3
_127 poor baby  you need some aloe. Nope sorry no hints,1
 bless her lil socks... think they need to rethink the age thing me,3
happy mothers day to all   im off to spend the day with my family,3
 I dont know  I didnt even realize it was gone  let me put it up again...darn twitter!,1
" And these poor, unfortunate souls don`t appear to have any pants at all...  ? http://blip.fm/~78qvz",1
"winding down, love having a low key day.",3
  totally missed the chatroom. I`m so lame,1
 Yeah,2
Can`t even tell you how much this hair dresser is pissssssing me off she has no clue wtf I`m asking her to do..so I`m expecting the worst,1
  _erincharde  hey you guys should invite me out...moody is my only friend these days,2
 Awww Thatss Well Sad  x,1
" Yeah, that was my thumb last night. Sorry",1
    Ive been dying for those!! They just so expensive in little sizes.,2
I feel like... I`m not gonna make it this year,1
"I must have applied for about 20 jobs every day this week, why won`t one of them contact me???",2
I seriously need to find out why my laptop sometimes gets so hot. BBL after errands & pricing 'comp fixes'. Not many places left 4 that.,1
 It was truly awful,1
"Tuesday, Wednesday, Thursday and Friday = EXAM !!  wow ****",2
